category,company,location,start_date,duration,stipend,apply_by,applicants,skills_required,perks,openings,link
Business Development (Sales),BusinessOnBot,"Bangalore,",Immediately,3 Months,"20,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),MS-Excel,","Certificate,Letter of recommendation,Informal dress code,Free snacks & beverages,Job offer,",1,https://internshala.com/internship/detail/business-development-sales-internship-in-bangalore-at-businessonbot1673252938
Mobile App Development,Sparks To Ideas,"Ahmedabad, Rajkot, Vadodara,",Immediately,6 Months,"5,000 /month",24 Jan' 23,33,"Firebase,Flutter,Node.js,ReactJS,REST API,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",50,https://internshala.com/internship/detail/mobile-app-development-internship-in-multiple-locations-at-sparks-to-ideas1673252811
Law/Legal,Barahami Legal Services,"Delhi,",Immediately,6 Months,"3,000-6,000 /month",24 Jan' 23,110,,"Certificate,",3,https://internshala.com/internship/detail/law-legal-internship-in-delhi-at-barahami-legal-services1673252404
Architecture,Maa Sharda Jyoti Builders Private Limited,"Varanasi,",Immediately,6 Months,"10,000 /month",24 Jan' 23,0,"Adobe Photoshop,AutoCAD,Autodesk Revit,Google SketchUp,","Certificate,Letter of recommendation,",2,https://internshala.com/internship/detail/architecture-internship-in-varanasi-at-maa-sharda-jyoti-builders-private-limited1673252311
Business Development (Sales),Covestays Private Limited,"Bangalore,",Immediately,2 Months,"12,500 /month",24 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,","Certificate,Letter of recommendation,Informal dress code,5 days a week,Free snacks & beverages,Job offer,",3,https://internshala.com/internship/detail/business-development-sales-internship-in-bangalore-at-covestays-private-limited1673252279
Architecture,Anupam Kumar Architects,"Varanasi,",Immediately,6 Months,"5,000 /month",24 Jan' 23,0,,"Certificate,Letter of recommendation,",2,https://internshala.com/internship/detail/architecture-internship-in-varanasi-at-anupam-kumar-architects1673252227
Content Writing,Knight Motion Media LLP,"Pune,",Immediately,3 Months,"6,000-8,000 /month",24 Jan' 23,0,"Blogging,Creative Writing,English Proficiency (Spoken),English Proficiency (Written),Search Engine Optimization (SEO),","Certificate,Flexible work hours,Informal dress code,",1,https://internshala.com/internship/detail/content-writing-internship-in-pune-at-knight-motion-media-llp1673252004
Business Development (Sales),2Soft Solutions Private Limited,"Mumbai,",Immediately,2 Months,"2,000 /month",24 Jan' 23,0,"MS-Excel,MS-Word,","Certificate,Letter of recommendation,Job offer,",3,https://internshala.com/internship/detail/business-development-sales-internship-in-mumbai-at-2soft-solutions-private-limited1673251922
Digital Marketing,2Soft Solutions Private Limited,"Mumbai,",Immediately,2 Months,"2,000 /month",24 Jan' 23,0,"Creative Writing,Digital Marketing,Email Marketing,English Proficiency (Spoken),English Proficiency (Written),Facebook Marketing,Instagram Marketing,Search Engine Marketing (SEM),Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Letter of recommendation,Job offer,",2,https://internshala.com/internship/detail/digital-marketing-internship-in-mumbai-at-2soft-solutions-private-limited1673251854
Telecalling,Tech-Tailor Solutions Private Limited,"Bangalore,",Immediately,6 Months,"7,500 /month",24 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),Kannada,Kannada Proficiency (Spoken),MS-Excel,MS-Office,Salesforce,","Certificate,Letter of recommendation,",1,https://internshala.com/internship/detail/telecalling-internship-in-bangalore-at-tech-tailor-solutions-private-limited1673251581
Business Development (Sales),Searchosis Marketing,"Gurgaon,",Immediately,2 Months,"10,000-18,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),","Certificate,Job offer,",3,https://internshala.com/internship/detail/business-development-sales-internship-in-gurgaon-at-searchosis-marketing1673251490
Human Resources (HR),Arimon Digilytics Private Limited (Digilytics),"Gurgaon,",Immediately,6 Months,"10,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,Free snacks & beverages,",1,https://internshala.com/internship/detail/human-resources-hr-internship-in-gurgaon-at-arimon-digilytics-private-limited-digilytics1673251306
Graphic Design,Leadstart Publishing Private Limited,"Work From Home,",Immediately,3 Months,"5,000 /month",24 Jan' 23,56,"Adobe Illustrator,Adobe Indesign,Adobe Photoshop,",,1,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-leadstart-publishing-private-limited1673251233
Graphic Design,Ayurheals,"Jaipur,",Immediately,6 Months,"8,000 /month + Incentives",24 Jan' 23,0,"Adobe After Effects,Adobe Photoshop,Adobe Premiere Pro,Figma,Video Editing,","Certificate,",3,https://internshala.com/internship/detail/graphic-design-internship-in-jaipur-at-ayurheals1673251194
Social Media Marketing,BK3 Studios,"Work From Home,",Immediately,6 Months,"1,500 /month",24 Jan' 23,0,"Creative Writing,Digital Marketing,English Proficiency (Spoken),English Proficiency (Written),Facebook Marketing,Instagram Marketing,Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,Job offer,",2,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-bk3-studios1673251073
Fashion Styling,Sweet Lemon Studio,"Delhi,",Immediately,3 Months,"5,000 /month",24 Jan' 23,38,"Fashion Styling,Product Management,","Letter of recommendation,Informal dress code,",1,https://internshala.com/internship/detail/fashion-styling-internship-in-delhi-at-sweet-lemon-studio1673251026
Content Writing,Unusual Digital,"Work From Home,",Immediately,2 Months,"5,000 /month",24 Jan' 23,69,"Blogging,Copywriting,","Certificate,Letter of recommendation,Flexible work hours,",2,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-unusual-digital1673250904
Human Resources (HR),UCFER,"Coimbatore, Coimbatore North, Coimbatore South,",Immediately,3 Months,"4,000-8,000 /month",24 Jan' 23,37,"English Proficiency (Spoken),English Proficiency (Written),Event Management,MS-Excel,MS-Office,MS-PowerPoint,MS-Word,Product Management,Project Management,","Certificate,Letter of recommendation,5 days a week,Job offer,",2,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-ucfer1673250887
CEO's Office,Rorosaur Foodtech Private Limited,"Hyderabad,",Immediately,3 Months,"10,000 /month",25 Jan' 23,105,,"Certificate,Letter of recommendation,5 days a week,",10,https://internshala.com/internship/detail/ceo-39s-office-internship-in-hyderabad-at-rorosaur-foodtech-private-limited1673293490
Social Media Marketing,JustPing,"Work From Home,",Immediately,6 Months,"8,000 /month",24 Jan' 23,69,"Content Marketing,Digital Marketing,Social Media Marketing,","Certificate,Letter of recommendation,",2,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-justping1673293374
Digital Marketing,Vecmocon Technologies,"Delhi,",Immediately,3 Months,"10,000 /month",24 Jan' 23,29,"Google AdWords,Google Analytics,LinkedIn Marketing,Social Media Marketing,","Certificate,Informal dress code,Free snacks & beverages,",1,https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-vecmocon-technologies1673293325
YouTube SEO,Bhomick Sen,"Work From Home,",Immediately,4 Months,"5,000 /month",24 Jan' 23,44,"Search Engine Optimization (SEO),","Certificate,Letter of recommendation,Flexible work hours,",1,https://internshala.com/internship/detail/youtube-seo-work-from-home-job-internship-at-bhomick-sen1673250121
Graphic Design,D Third Eye Studio,"Noida,",Immediately,6 Months,"5,000 /month",24 Jan' 23,0,"Adobe Illustrator,Adobe Indesign,Adobe Photoshop,Adobe Photoshop Lightroom CC,CorelDRAW,","Certificate,Letter of recommendation,Informal dress code,Job offer,",5,https://internshala.com/internship/detail/graphic-design-internship-in-noida-at-d-third-eye-studio1673250096
Digital Marketing,AIETS Private Limited,"Delhi,",Immediately,3 Months,"12,000 /month",24 Jan' 23,44,"Digital Marketing,Search Engine Marketing (SEM),Search Engine Optimization (SEO),","Certificate,Letter of recommendation,5 days a week,",3,https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-aiets-private-limited1673250088
Content Writing (Web3 Project),StreamMoney,"Work From Home,",Immediately,2 Months,"7,000-17,000 /month",24 Jan' 23,113,"Blockchain,Blogging,Creative Writing,English Proficiency (Written),","Certificate,Letter of recommendation,Flexible work hours,",1,https://internshala.com/internship/detail/content-writing-web3-project-work-from-home-job-internship-at-streammoney1673250024
Telecalling,Luxora Interior &amp; Architecture,"Jaipur,",Immediately,6 Months,"15,000 /month",24 Jan' 23,0,,,2,https://internshala.com/internship/detail/telecalling-internship-in-jaipur-at-luxora-interior-architecture1673293227
Digital Marketing,Rebridz Realtors LLP,"Hyderabad,",Immediately,3 Months,"5,000 /month",24 Jan' 23,0,"Digital Marketing,Email Marketing,Facebook Marketing,Instagram Marketing,Search Engine Marketing (SEM),Search Engine Optimization (SEO),Social Media Marketing,","Certificate,",15,https://internshala.com/internship/detail/digital-marketing-internship-in-hyderabad-at-rebridz-realtors-llp1673293049
Digital Marketing,C3 Experiential Learning Private Limited,"Work From Home,",Immediately,2 Months,"3,000 /month",24 Jan' 23,0,"Search Engine Marketing (SEM),Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Flexible work hours,5 days a week,",3,https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-c3-experiential-learning-private-limited1673249594
Content Writing,The Fox Advertisement,"Bhopal,",Immediately,3 Months,"6,000 /month",24 Jan' 23,0,"Content Marketing,Search Engine Optimization (SEO),","Certificate,Letter of recommendation,Informal dress code,",2,https://internshala.com/internship/detail/content-writing-internship-in-bhopal-at-the-fox-advertisement1673249531
Marketing,Prism HR Consultancy,"Mumbai,",Immediately,3 Months,"5,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,","Certificate,",4,https://internshala.com/internship/detail/marketing-part-time-job-internship-at-mumbai-in-prism-hr-consultancy1673011468
Market Research,Prism HR Consultancy,"Mumbai,",Immediately,1 Month,"12,000 /month",24 Jan' 23,28,"English Proficiency (Spoken),MS-Excel,Research and Analytics,",,4,https://internshala.com/internship/detail/market-research-internship-in-mumbai-at-prism-hr-consultancy1673011195
Chartered Accountancy (CA),Ronak Sejpal And Associates,"Mumbai,",Immediately,36 Months,"5,000 /month",24 Jan' 23,0,,,2,https://internshala.com/internship/detail/chartered-accountancy-ca-internship-in-mumbai-at-ronak-sejpal-and-associates1673249201
Search Engine Optimization (SEO),Sargamstaan,"Delhi,",Immediately,6 Months,"2,000-5,000 /month",24 Jan' 23,0,"Digital Marketing,Search Engine Optimization (SEO),","Certificate,Letter of recommendation,Informal dress code,Free snacks & beverages,Job offer,",12,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-delhi-at-sargamstaan1673249192
Business Development (Sales),Book My Artist India,"Delhi,",Immediately,3 Months,"9,000-10,000 /month",24 Jan' 23,73,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-PowerPoint,Social Media Marketing,","Certificate,Letter of recommendation,Informal dress code,Free snacks & beverages,Job offer,",2,https://internshala.com/internship/detail/business-development-sales-internship-in-delhi-at-book-my-artist-india-only-female1673595652
Customer Support,Negup Solutions,"Chennai,",Immediately,6 Months,"10,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),","Certificate,Letter of recommendation,Informal dress code,5 days a week,Free snacks & beverages,",1,https://internshala.com/internship/detail/customer-support-internship-in-chennai-at-negup-solutions1673249027
Human Resources (HR),DynaTech Systems,"Ahmedabad,",Immediately,3 Months,"5,000-10,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),MS-Excel,MS-Office,","Certificate,Flexible work hours,Informal dress code,5 days a week,",1,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-dynatech-systems1673248976
Interior Design,Praveen Lakshmi &amp; Co.,"Hyderabad,",Immediately,1 Week,"2,000 /month",24 Jan' 23,0,,,1,https://internshala.com/internship/detail/interior-design-part-time-job-internship-at-hyderabad-in-praveen-lakshmi-co1673292170
Human Resources (HR),Omnicom Media Group,"Mumbai,",Immediately,6 Months,"10,000 /month",24 Jan' 23,33,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,MS-Word,","Certificate,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-omnicom-media-group1673248922
Content Research - Banking And Fintech,Forum Of Industry And Academic Knowledge Sharing (FIAKS),"Work From Home,",Immediately,6 Months,"5,000 /month",3 Feb' 23,123,"Articulate Storyline,Creative Writing,Digital Marketing,English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,","Job offer,",2,https://internshala.com/internship/detail/content-research-banking-and-fintech-work-from-home-job-internship-at-forum-of-industry-and-academic-knowledge-sharing-fiaks1673248880
Social Media Marketing,LadderHead Studio,"Work From Home,",Immediately,2 Months,"2,500 /month",24 Jan' 23,0,"Adobe Creative Suite,Digital Art,Digital Marketing,Instagram Marketing,Social Media Marketing,","Certificate,",1,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-ladderhead-studio1673292059
Business Development (Sales),CherishX,"Delhi,",Immediately,3 Months,"8,000 /month",24 Jan' 23,0,"MS-Excel,","Certificate,",1,https://internshala.com/internship/detail/business-development-sales-internship-in-delhi-at-cherishx1673248589
Digital Marketing,Uprint Image,"Work From Home,",Immediately,1 Month,"20,000 /month",24 Jan' 23,183,"Content Marketing,Content Writing,Copywriting,Digital Marketing,English Proficiency (Spoken),English Proficiency (Written),Google Analytics,Search Engine Marketing (SEM),Search Engine Optimization (SEO),WordPress,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-uprint-image1673248275
Business Development (Sales),Photon Legal,"Work From Home,",Immediately,3 Months,"3,000-8,000 /month",24 Jan' 23,0,"Email Marketing,Sales and Marketing,","Certificate,Flexible work hours,5 days a week,",3,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-photon-legal1673247972
MATLAB Simulink,TRONIX365,"Work From Home,",Immediately,6 Months,"1,000 /month",24 Jan' 23,131,"MATLAB,","Certificate,Flexible work hours,",4,https://internshala.com/internship/detail/matlab-simulink-work-from-home-job-internship-at-tronix3651673290920
Marketing,BESTSELLER,"Mumbai,",Immediately,6 Months,"7,000 /month",24 Jan' 23,49,"MS-Office,","Certificate,Informal dress code,5 days a week,",1,https://internshala.com/internship/detail/marketing-internship-in-mumbai-at-bestseller1673247661
Social Media Marketing,Varnan Films Private Limited,"Gurgaon,",Immediately,3 Months,"10,000-12,000 /month",24 Jan' 23,0,"Canva,Creative Writing,Digital Marketing,Email Marketing,English Proficiency (Written),Instagram Marketing,Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,",1,https://internshala.com/internship/detail/social-media-marketing-internship-in-gurgaon-at-varnan-films-private-limited1672815312
Business Analyst,Cognitive Research And Innovtions Private Limited,"Work From Home,",Immediately,3 Months,"2,500 /month",24 Jan' 23,198,"MS-Office,","Certificate,Letter of recommendation,5 days a week,Job offer,",1,https://internshala.com/internship/detail/business-analyst-work-from-home-job-internship-at-cognitive-research-and-innovtions-private-limited1673254400
Graphic Design,FirmAds,"Work From Home,",Immediately,3 Months,"4,000 /month",24 Jan' 23,62,"Adobe After Effects,Adobe Illustrator,Adobe Photoshop,Adobe Premiere Pro,Canva,Video Editing,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",3,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-firmads1673247350
Operations,WT Solutions,"Dehradun,",Immediately,3 Months,"2,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),Hindi Proficiency (Spoken),","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,",4,https://internshala.com/internship/detail/operations-internship-in-dehradun-at-wt-solutions1673247329
Film Making,Namura HR Consulting,"Work From Home,",Immediately,3 Months,"10,000 /month",24 Jan' 23,28,,"Certificate,Letter of recommendation,5 days a week,",1,https://internshala.com/internship/detail/film-making-work-from-home-job-internship-at-namura-hr-consulting1673290342
Video Making/Editing,Unplug Infinity Media Private Limited,"Pune,",Immediately,3 Months,"2,000-5,000 /month",24 Jan' 23,0,"Adobe After Effects,Adobe Premiere Pro,","Certificate,Letter of recommendation,Informal dress code,Job offer,",5,https://internshala.com/internship/detail/video-making-editing-internship-in-pune-at-unplug-infinity-media-private-limited1673247100
Human Resources (HR),Pace HR Consulting LLP,"Faridabad,",Immediately,2 Months,"5,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Word,","Certificate,5 days a week,Job offer,",5,https://internshala.com/internship/detail/human-resources-hr-internship-in-faridabad-at-pace-hr-consulting-llp1673247064
Business Development (Sales),RECKONIX,"Pune,",Immediately,3 Months,"5,000 /month + Incentives",24 Jan' 23,0,"English Proficiency (Spoken),MS-Excel,","Informal dress code,Free snacks & beverages,",1,https://internshala.com/internship/detail/business-development-sales-internship-in-pune-at-reckonix1673256381
Full Stack Development,Paisso,"Chandigarh, Mohali,",Immediately,3 Months,"12,000-15,000 /month",24 Jan' 23,68,"CSS,HTML,JavaScript,MySQL,PHP,","Certificate,Letter of recommendation,Informal dress code,5 days a week,",5,https://internshala.com/internship/detail/full-stack-development-internship-in-chandigarh-mohali-at-paisso1673246690
Digital Marketing,Plunes Technologies Private Limited,"Delhi, Gurgaon,",Immediately,4 Months,"10,000 /month",24 Jan' 23,0,"Content Writing,Creative Writing,Digital Marketing,Email Marketing,English Proficiency (Spoken),English Proficiency (Written),Facebook Marketing,Google AdWords,Instagram Marketing,Search Engine Marketing (SEM),Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,",2,https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-gurgaon-at-plunes-technologies-private-limited1673246575
Operations,PARC,"Kolkata,",Immediately,6 Months,"10,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,Free snacks & beverages,",1,https://internshala.com/internship/detail/operations-internship-in-kolkata-at-parc1673246558
Digital Marketing,Invictus Digisoft Private Limited,"Ranchi,",Immediately,6 Months,"4,000 /month",24 Jan' 23,0,"Digital Marketing,English Proficiency (Spoken),English Proficiency (Written),Instagram Marketing,Search Engine Marketing (SEM),Search Engine Optimization (SEO),Social Media Marketing,","Certificate,",2,https://internshala.com/internship/detail/digital-marketing-internship-in-ranchi-at-invictus-digisoft-private-limited1673096283
Business Development (Sales),Invictus Digisoft Private Limited,"Ranchi,",Immediately,6 Months,"4,000 /month",24 Jan' 23,0,"Digital Marketing,Email Marketing,English Proficiency (Spoken),English Proficiency (Written),Social Media Marketing,","Certificate,",2,https://internshala.com/internship/detail/business-development-sales-internship-in-ranchi-at-invictus-digisoft-private-limited1673096602
Web Development,Helios Tech,"Chandigarh, Mohali,",Immediately,3 Months,"12,000-15,000 /month",24 Jan' 23,75,"CSS,HTML,JavaScript,jQuery,MySQL,PHP,","Certificate,Letter of recommendation,Informal dress code,5 days a week,",5,https://internshala.com/internship/detail/web-development-internship-in-chandigarh-mohali-at-helios-tech1673246286
Digital Marketing,Hotel Dekho.com Private Limited,"Jaipur,",Immediately,3 Months,"8,000 /month",24 Jan' 23,0,,"Certificate,Letter of recommendation,",4,https://internshala.com/internship/detail/digital-marketing-internship-in-jaipur-at-hotel-dekhocom-private-limited1673246203
Telecalling,Rahri Services Private Limited (Hind Realty),"Pune,",Immediately,3 Months,"15,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),","Certificate,Letter of recommendation,Free snacks & beverages,",5,https://internshala.com/internship/detail/telecalling-internship-in-pune-at-rahri-services-private-limited-hind-realty1673289416
Node.js Development,Invictus Digisoft Private Limited,"Ranchi,",Immediately,6 Months,"4,000 /month",24 Jan' 23,0,"Express.js,HTML,JavaScript,MySQL,Node.js,REST API,","Certificate,",4,https://internshala.com/internship/detail/nodejs-development-internship-in-ranchi-at-invictus-digisoft-private-limited1673097624
Marketing,Millennial Bombayites Alliance,"Mumbai,",Immediately,3 Months,"8,000 /month + Incentives",24 Jan' 23,0,"Marketing Programs,Sales and Marketing,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,Free snacks & beverages,Job offer,",16,https://internshala.com/internship/detail/marketing-internship-in-mumbai-at-millennial-bombayites-alliance1673289216
PHP Development,Utkrranti,"Pune,",Immediately,6 Months,"5,000 /month",24 Jan' 23,33,"AJAX,HTML,JavaScript,jQuery,MySQL,PHP,","Certificate,Letter of recommendation,Informal dress code,",10,https://internshala.com/internship/detail/php-development-internship-in-pune-at-utkrranti1673289139
Digital Marketing,Vite-Box Assortions LLP,"Ahmedabad,",Immediately,6 Months,"3,000 /month",24 Jan' 23,0,"Creative Writing,Digital Marketing,Email Marketing,English Proficiency (Spoken),English Proficiency (Written),Facebook Marketing,Instagram Marketing,Search Engine Marketing (SEM),Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Letter of recommendation,Informal dress code,",4,https://internshala.com/internship/detail/digital-marketing-internship-in-ahmedabad-at-vite-box-assortions-llp1673245919
Human Resources (HR),Utkrranti,"Pune,",Immediately,6 Months,"8,000 /month",24 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,MS-Word,","Certificate,Letter of recommendation,Informal dress code,",4,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-utkrranti1673289114
Content Writing,Learnart Technologies Private Limited,"Work From Home,",Immediately,2 Months,"2,500 /month",24 Jan' 23,36,"Creative Writing,English Proficiency (Spoken),English Proficiency (Written),Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,",2,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-learnart-technologies-private-limited1673245845
Content Writing,Anifirm,"Work From Home,",Immediately,6 Months,"5,000 /month",23 Jan' 23,35,"Content Writing,","Certificate,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-anifirm1673288934
Hotel Management,"Atithi Indian Restaurant, The Netherlands","The Hague (Netherlands), Rotterdam (Netherlands), Amsterdam (Netherlands),",15 Mar - 14 Apr' 23,6 Months,"1,000 /month",23 Jan' 23,0,,"Certificate,Letter of recommendation,Free snacks & beverages,",4,https://internshala.com/internship/detail/hotel-management-internship-in-multiple-locations-at-atithi-indian-restaurant-the-netherlands1673288779
Marketing,Cornerstone Sports &amp; Entertainment Private Limited,"Mumbai,",Immediately,3 Months,"10,000 /month",23 Jan' 23,0,,"5 days a week,",3,https://internshala.com/internship/detail/marketing-internship-in-mumbai-at-cornerstone-sports-entertainment-private-limited1673288643
Training Coordination,360 Digital Transformation,"Delhi,",Immediately,6 Months,"10,000 /month",23 Jan' 23,0,"Product Management,","Job offer,",1,https://internshala.com/internship/detail/training-coordination-internship-in-delhi-at-360-digital-transformation1673288594
Game Development,Camp K12,"Work From Home,",Immediately,6 Months,"10,000 /month",23 Jan' 23,76,"Autodesk Maya,C#,JavaScript,Unity 3D,","Certificate,Letter of recommendation,Flexible work hours,",2,https://internshala.com/internship/detail/game-development-work-from-home-job-internship-at-camp-k121673245234
Social Media Marketing,Space Infinity,"Hyderabad,",Immediately,4 Months,"8,000 /month",23 Jan' 23,0,"Adobe Illustrator,Adobe Photoshop,Content Marketing,Content Writing,Creative Writing,English Proficiency (Spoken),Instagram Marketing,LinkedIn Marketing,Social Media Marketing,Video Editing,Video Making,","Certificate,Flexible work hours,Informal dress code,",2,https://internshala.com/internship/detail/social-media-marketing-internship-in-hyderabad-at-space-infinity1673089045
Customer Relationship Management,Velocity Media Networks,"Delhi, Gurgaon,",Immediately,3 Months,"10,000 /month",23 Jan' 23,0,,"Certificate,Flexible work hours,Free snacks & beverages,Job offer,",2,https://internshala.com/internship/detail/customer-relationship-management-internship-in-delhi-gurgaon-at-velocity-media-networks1673245034
Marketing,Trademo,"Gurgaon,",Immediately,6 Months,"10,000 /month",23 Jan' 23,0,"Digital Marketing,Email Marketing,English Proficiency (Written),","Certificate,5 days a week,Job offer,",1,https://internshala.com/internship/detail/marketing-internship-in-gurgaon-at-trademo1673244609
Video Editing,Kaalia Productions,"Bangalore,",Immediately,6 Months,"9,000 /month",23 Jan' 23,0,,"Certificate,",1,https://internshala.com/internship/detail/video-editing-internship-in-bangalore-at-kaalia-productions1673244551
Business Development (Sales),Rentylux,"Work From Home,",Immediately,3 Months,"1,000 /month + Incentives",23 Jan' 23,0,"Digital Marketing,Social Media Marketing,","Certificate,Letter of recommendation,",5,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-rentylux1673287705
Business Development (Sales),Rentylux,"Work From Home,",Immediately,3 Months,"1,500 /month + Incentives",23 Jan' 23,0,"Business Analysis,Business Research,Content Marketing,Project Management,","Certificate,Letter of recommendation,",3,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-rentylux1673287597
Animation,EG Allied Private Limited,"Work From Home,",Immediately,6 Months,"5,000-10,000 /month",23 Jan' 23,36,"3ds Max,Adobe After Effects,Adobe Illustrator,Adobe Premiere Pro,Animation,Autodesk Maya,Blender 3D,Creative Writing,Video Editing,",,1,https://internshala.com/internship/detail/animation-work-from-home-job-internship-at-eg-allied-private-limited1673244331
Marketing,Rentylux,"Work From Home,",Immediately,3 Months,"1,000 /month + Incentives",23 Jan' 23,0,"Digital Marketing,English Proficiency (Written),MS-Office,Sales,","Certificate,Letter of recommendation,",5,https://internshala.com/internship/detail/marketing-work-from-home-job-internship-at-rentylux1673287543
Business Development (Sales),ICLabs IN,"Bangalore,",Immediately,1 Month,"5,000 /month",23 Jan' 23,0,,"Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,Free snacks & beverages,",2,https://internshala.com/internship/detail/business-development-sales-internship-in-bangalore-at-iclabs-in1673244195
Resume Writing,Optymize,"Work From Home,",Immediately,6 Months,"5,000 /month",23 Jan' 23,69,,"5 days a week,",1,https://internshala.com/internship/detail/resume-writing-work-from-home-job-internship-at-optymize1673244148
Digital Marketing,Simple Minds,"Work From Home,",Immediately,2 Months,"5,000 /month",23 Jan' 23,0,"Creative Writing,Digital Marketing,English Proficiency (Written),Facebook Marketing,Instagram Marketing,Search Engine Marketing (SEM),Search Engine Optimization (SEO),Social Media Marketing,","Certificate,5 days a week,",2,https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-simple-minds1673243928
Content Writing,REDJEE Software Labs,"Work From Home,",Immediately,2 Months,"5,000 /month",23 Jan' 23,52,"English Proficiency (Written),","Certificate,Flexible work hours,",2,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-redjee-software-labs1673243845
Digital Marketing,Modi Car Agencies Private Limited,"Thane,",Immediately,6 Months,"5,000-15,000 /month",23 Jan' 23,0,"Creative Writing,Digital Marketing,Facebook Ads,Facebook Marketing,Instagram Marketing,Search Engine Marketing (SEM),Search Engine Optimization (SEO),Social Media Marketing,",,2,https://internshala.com/internship/detail/digital-marketing-internship-in-thane-at-modi-car-agencies-private-limited1673243832
Content Writing,Social Infinite,"Work From Home,",Immediately,2 Months,"8,000 /month",23 Jan' 23,377,"Creative Writing,English Proficiency (Spoken),English Proficiency (Written),Social Media Marketing,","Certificate,",1,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-social-infinite1673287054
Digital Marketing,Stuart Communications Private Limited,"Delhi,",Immediately,6 Months,"7,000 /month",23 Jan' 23,0,"Search Engine Optimization (SEO),","Job offer,",5,https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-stuart-communications-private-limited1673243780
Human Resources (HR),Cubic Solution,"Kolkata,",Immediately,6 Months,"5,000 /month",23 Jan' 23,0,"English Proficiency (Spoken),MS-Excel,MS-Office,MS-Word,","Certificate,",2,https://internshala.com/internship/detail/human-resources-hr-internship-in-kolkata-at-cubic-solution1673243721
